TIMESTAMP;CPU;RAM;DISCO
2026-08-21 12:13:25; 16.5; 71.0; 62.8
2026-08-21 12:13:30; 10.8; 70.9; 62.8
2026-08-21 12:13:35; 11.1; 71.0; 62.8
2026-08-21 12:13:40; 11.4; 70.9; 62.8
2026-08-21 12:13:45; 38.9; 71.8; 62.9
2026-08-21 12:13:50; 33.4; 72.4; 62.9
2026-08-21 12:13:55; 30.0; 72.7; 62.9
2026-08-21 12:14:00; 15.4; 73.2; 62.9
2026-08-21 12:14:05; 14.8; 73.1; 62.9
2026-08-21 12:14:10; 13.3; 73.0; 62.9
