TIMESTAMP;CPU;RAM;DISCO
2026-08-20 11:04:23; 10.9; 72.1; 62.7
2026-08-20 11:04:28; 9.5; 71.8; 62.7
2026-08-20 11:04:33; 9.6; 71.6; 62.7
2026-08-20 11:04:38; 9.5; 71.6; 62.7
2026-08-20 11:04:43; 5.7; 71.5; 62.7
2026-08-20 11:04:48; 5.6; 71.3; 62.7
2026-08-20 11:04:53; 3.8; 71.2; 62.7
2026-08-20 11:04:58; 5.7; 71.2; 62.7
2026-08-20 11:05:03; 5.1; 71.3; 62.7
2026-08-20 11:05:08; 3.6; 71.2; 62.7
