TIMESTAMP; CPU; RAM; DISCO
2026-08-20 10:30:38; 9.4; 49.1; 11.8
2026-08-20 10:30:40; 10.5; 49.0; 11.8
2026-08-20 10:30:42; 12.2; 49.2; 11.8
2026-08-20 10:30:44; 9.3; 49.0; 11.8
2026-08-20 10:30:46; 7.4; 48.9; 11.8
2026-08-20 10:30:48; 8.2; 48.9; 11.8
2026-08-20 10:30:50; 7.3; 48.9; 11.8
2026-08-20 10:30:52; 15.2; 49.3; 11.8
2026-08-20 10:30:54; 14.3; 49.4; 11.8
2026-08-20 10:30:56; 13.2; 49.4; 11.8
